Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Middle East & North Africa,MEA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,74.5391235351562,81.6941375732422,86.9059906005859,86.0173034667969,85.3740310668945,85.1340103149414,85.9975814819336,86.3907012939453,87.749641418457,87.9842910766602,89.1747894287109,90.6143569946289
Middle East & North Africa,MEA,"School enrollment, primary (% gross)",SE.PRM.ENRR,91.9339599609375,94.6951675415039,98.6464004516602,98.3342208862305,98.2381820678711,98.4310073852539,98.5519409179688,98.7060928344727,99.0482482910156,98.8624725341797,97.6303863525391,97.8235473632812
Middle East & North Africa,MEA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.9892501831055,67.6918334960938,76.083740234375,76.2518463134766,76.5689163208008,76.777702331543,77.1062393188477,77.4066619873047,77.9691925048828,78.821159362793,80.1914367675781,80.7579116821289
Middle East & North Africa,MEA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.804080009460449,0.898249983787537,0.957459986209869,0.961989998817444,0.961000025272369,0.961009979248047,0.965489983558655,0.967220008373261,0.971140027046204,..,..,..
Middle East & North Africa,MEA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.100090687301438,0.100092424478913,0.10154251863472,0.101546566417157,0.101551873375914,0.10155391711307,0.101558628526937,0.101563216898009,0.101561416643044,..
Middle East & North Africa,MEA,Forest area (sq. km),AG.LND.FRST.K2,204711.169,208527,228957.6,229123.2,229110.6,229204.7,229360.3,229740.8,230051.3,230408.466,..,..
Middle East & North Africa,MEA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,5.5481590257174,5.69039845136893,5.69039845136894,5.70175049890571,4.53544349089834,4.50026271946525,..,..
Middle East & North Africa,MEA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,117.099045786223,115.71293871424,117.153400425636,126.850617302699,123.025642138638,133.051314455535,128.097252731339,127.014949956764,..,..
Middle East & North Africa,MEA,Urban population growth (annual %),SP.URB.GROW,4.27995409279329,2.73654015765081,2.7087735651528,2.6958581245856,2.45363065948334,2.26776825382902,2.27964528087196,2.20458512003425,1.81298751516667,1.67454478895156,1.89849812297058,1.95537675534121
Middle East & North Africa,MEA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1186.17666246633,1493.96247983293,2284.10567214511,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1175.63048658459,1719.60608137799,2803.27345825411,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,745103071421.59,992555771865.102,3627618410020.68,3201010427587.39,3234258578074.41,3372000244857.37,3538057099135.22,3549945029851.94,3199081953495.53,3780277127064.96,4497116837259.17,4287684126920.01
Middle East & North Africa,MEA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.2703787318476,6.76484790116207,2.83288241151803,2.69041730604347,4.35975377623123,1.95724359651095,2.26225934406503,1.37834963889598,-4.0232993723727,5.57289085590358,5.74836266642129,1.78003975349195
Middle East & North Africa,MEA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,11.9270094176963,11.2037274347744,1.26230441351029,0.197001678736839,0.856688224295937,4.9862131440172,7.92485471176592,0.882992828155892,1.0414184276851,12.6957152190563,15.6127413713078,-2.25825427168107
Middle East & North Africa,MEA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,6.28246655127535,4.82116926295857,5.34997190923888,5.39056693700817,5.07183105546679,4.70728135266535,4.94674652893798,5.35731055722844,5.07618216894652,4.58458483268868,4.93555545812695
Middle East & North Africa,MEA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,45.4434472749851,46.2586098377382,37.9562072737452,36.0832057987753,38.1691121982082,41.4662169003534,39.301464169634,35.2455582584492,39.2707392137034,45.9556849855907,..
Middle East & North Africa,MEA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,39.5000422206251,45.1321942799717,38.2634590738188,35.8654422680591,39.2648872972266,43.0542287355809,40.8867852105216,34.5184354251697,..,..,..
Middle East & North Africa,MEA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,30.1683016132278,36.455019376676,37.9225252192468,35.558066724664,36.4716820779824,35.9009480434695,36.3528710815315,33.9047741056572,33.7655419786447,..,..
Middle East & North Africa,MEA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,30.6125307030436,22.2959815429422,26.9241042528728,28.4197051586748,28.1894907206462,28.010298219378,26.9713585012221,27.2733725921144,26.8391696559485,26.1002133850434,25.6937356119008,26.088800584311
Middle East & North Africa,MEA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Time required to start a business (days),IC.REG.DURS,..,..,22.352380952381,22.4,23.4190476190476,21.2047619047619,20.3714285714286,19.5190476190476,..,..,..,..
Middle East & North Africa,MEA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,8.57995410564575,5.86768108720258,5.70775660173863,6.51237131502957,5.53206793823794,5.66828619900157,5.40935679106291,5.04344389537716,5.37781137815172,4.78949836796626,4.61552042134538,..
Middle East & North Africa,MEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0404548106318131,4.47937021994042,105.791394455761,105.2,104,103.1,102.2,107.8,108.5,111.3,116.2,118.9
Middle East & North Africa,MEA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,5.11316573015193,4.87339049965083,3.91794439184924,4.01075719587833,4.25444626658482,4.38156954814916,7.92680426838208,7.29455760729271,..,..
Middle East & North Africa,MEA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,39.6567278502511,54.7745295040789,67.7717108348407,61.3598577447905,56.1756594652047,58.6570899120643,64.2402898350859,62.9209053813624,55.8472729635048,63.7777451448429,69.7822854142795,68.5299931316217
Middle East & North Africa,MEA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,Net migration,SM.POP.NETM,-99275,452463,401511,427751,-167117,-175273,398806,119982,-1699850,-367806,318630,308219
Middle East & North Africa,MEA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,10484481097.87,11572043873.9361,53567555144.9632,50172265993.9462,49602085995.3097,56295200948.7161,57142684490.2951,59290308298.4135,61755958990.1591,70526964890.0816,67754421548.4327,57961492696.7816
Middle East & North Africa,MEA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2891316282.76148,12237516693.0635,30830737626.591,35825979330.2407,63553001555.1658,54302386664.9622,68916996332.4507,57194477471.413,57102249172.7298,86632334380.1789,103061593083.904,103050593212.122
Middle East & North Africa,MEA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,13342470145.4639,5660689940.92941,32511739837.6465,19311190261.8408,26468600036.6211,28100299438.4766,32133060180.6641,27687310005.188,28146759796.1426,34886630493.1641,..,..
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,228846359,283899110,370756356,378137339,385054538,391607422,398375344,405259403,411810124,418047201,424328381,430857111
Middle East & North Africa (excluding high income),MNA,Population growth (annual %),SP.POP.GROW,3.76579097540836,1.99105888034856,2.04952420483073,1.99079068519058,1.82928219104012,1.70180671913027,1.72824150406423,1.72803339957706,1.61642665204242,1.51455164322283,1.50250497670477,1.53860318855268
Middle East & North Africa (excluding high income),MNA,Surface area (sq. km),AG.SRF.TOTL.K2,8777960,8777960,8775232,8775233,8775233,8775233,8775233,8775231,8775231,8775234,..,..
Middle East & North Africa (excluding high income),MNA,Population density (people per sq. km of land area),EN.POP.DNST,26.4747741192095,32.8437159443495,42.9062122732693,43.7603800863525,44.5608809260037,45.35207610944,46.1358695117182,46.9330366516218,47.6916747646715,48.4139617744285,..,..
Middle East & North Africa (excluding high income),MNA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,459354935067.872,452964639463.864,1681441212420.84,1548241988843.54,1537609684568.56,1498929655717.19,1487412974665,1458040845385.66,1320024801684,1469008254165.08,1644225537588.29,1709662986181.44
Middle East & North Africa (excluding high income),MNA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2007.2634630288,1595.51271387876,4535.16490064121,4094.39065958927,3993.22571954355,3827.63341936147,3733.69737125349,3597.79645972993,3205.42095678055,3513.97701180897,3874.88938098696,3968.0509907644
Middle East & North Africa (excluding high income),MNA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1089103318402.86,2044479128417.15,4072116976496.84,3920088404863.65,4036315481522.71,4273450223836.53,4529799994165.96,4579481035244.02,4725472389662.92,5080652088408.3,5697337560916.48,6069309671352.8
Middle East & North Africa (excluding high income),MNA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4759.10267116314,7201.42845258356,10983.2694992202,10366.8376554151,10482.4514015277,10912.5874121878,11370.6836087877,11300.1228382208,11474.8815394906,12153.2977047927,13426.7181174395,14086.5951063595
Middle East & North Africa (excluding high income),MNA,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.3512466818316,68.6414974738103,71.7027790275536,71.9861891242774,72.2564883768439,72.7670011397562,72.9843734174749,73.1439185925959,72.1726969965726,71.8998757257437,72.2970508645214,..
Middle East & North Africa (excluding high income),MNA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.88064931417054,3.18538878533313,3.03951526408735,3.01824955788954,2.93045382965141,2.89371678251347,2.83615382694806,2.74800579446668,2.70572710770652,2.67053695839294,2.6374364944637,..
Middle East & North Africa (excluding high income),MNA,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,69.8952882171786,45.3796735750391,47.130177241152,45.7047252964472,43.5194253285727,42.9594409666429,41.8409642172313,40.0338627398719,38.9356417926325,38.1145506975979,37.2423355257791,..
Middle East & North Africa (excluding high income),MNA,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,42.3413124711856,60.9102777681429,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,75.7187570018132,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,69.3826974031174,46.7022119321509,26.893858124588,25.9896007524796,24.8606775992008,24.2629269229723,24.028629772031,23.0570081873653,22.1219367961373,21.7102892071768,20.8910521247348,..
Middle East & North Africa (excluding high income),MNA,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82.4553857570139,89.9742009793882,87.0055563928983,87.1404236502887,89.8949432203803,88.9273362630033,87.8902767601156,87.983750093366,86.0831515110818,86.2346418932562,87.1389586544497,..
Middle East & North Africa (excluding high income),MNA,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,75.3217163085938,81.4590682983398,85.5459365844727,84.8247985839844,84.1682968139648,83.6488800048828,84.629280090332,85.2631912231445,86.9324722290039,87.2322692871094,87.0507888793945,..
Middle East & North Africa (excluding high income),MNA,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.7544097900391,95.3704071044922,98.5359268188477,98.0547866821289,97.9957504272461,98.1456298828125,98.3323974609375,98.6586303710938,99.0848999023438,99.0070114135742,97.3497009277344,97.4236373901367
Middle East & North Africa (excluding high income),MNA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.6062316894531,66.2975921630859,73.7573623657227,73.7005386352539,73.9296722412109,74.1079177856445,74.3747634887695,74.8191833496094,75.5250015258789,76.3790130615234,76.8262710571289,..
Middle East & North Africa (excluding high income),MNA,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.799260020256042,0.894999980926514,0.95253998041153,0.954840004444122,0.958580017089844,0.958440005779266,0.961239993572235,0.964139997959137,0.967329978942871,..,..,..
Middle East & North Africa (excluding high income),MNA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.101702065499878,0.10170600766095,0.101709966781855,0.101707725571964,0.101703349200319,0.101699033889342,0.10169161041232,..
Middle East & North Africa (excluding high income),MNA,Forest area (sq. km),AG.LND.FRST.K2,191100.969,194047,214284.76,214428.2,214667.1,214761.6,214917.6,215298.9,215609.2,215966.833,..,..
Middle East & North Africa (excluding high income),MNA,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,6.02388459952074,6.01846418474589,6.01846418474589,6.03350059538069,4.50398032281679,4.44072265524631,..,..
Middle East & North Africa (excluding high income),MNA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,107.481270420839,105.528918588369,107.194462661964,116.848334721804,112.764246592339,123.007178687275,117.925146675647,116.743853802932,..,..
Middle East & North Africa (excluding high income),MNA,Urban population growth (annual %),SP.URB.GROW,4.72940754625604,2.66762541081491,2.70102815747188,2.68308415129283,2.38862859345012,2.21053051536731,2.23312656035519,2.22038395803929,2.11335542588999,2.02389455300491,2.00205723546891,2.023132962429
Middle East & North Africa (excluding high income),MNA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,819.321582168064,1001.59050126101,1441.20113319606,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,722.353274261473,1037.78642522086,1642.15827349031,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,504675545300.179,474549193839.263,1625989413800.06,1460582775148.29,1496714718329.85,1496691802249.52,1421482666869.71,1433133665481.6,1324364502715.09,1535302141067.38,1760103359907.54,1646554468701.67
Middle East & North Africa (excluding high income),MNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.9407688752476,6.0330601416733,1.82561996849616,0.722279033046206,5.40129282968478,3.12195637092995,1.81779376379079,1.11267383038005,-4.40283790910399,6.2212576875649,4.41129157016933,2.72709435668992
Middle East & North Africa (excluding high income),MNA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,16.6224498749241,10.0716653372745,3.44532356315609,2.16975211695323,1.27802248372888,4.71388569389377,6.16467836467673,3.84946930147241,6.17693409774895,8.95397174062261,16.6559322421753,2.98065664810431
Middle East & North Africa (excluding high income),MNA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,10.0879068836779,9.1119218247197,9.80884267696261,9.66957103729112,9.32976793161057,9.4519282218902,9.95823497424623,10.397401539855,10.0989819345242,9.36955416907423,10.1759723190554
Middle East & North Africa (excluding high income),MNA,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,..,40.6356510829405,38.9669651196326,33.0520368292277,32.3336707304297,34.675333968977,36.5279739464302,35.2029269963939,32.8875100116,36.7822731569371,41.6714872154009,39.1714508747941
Middle East & North Africa (excluding high income),MNA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.9038746156639,31.4173595316201,26.0169889609611,21.5695489813163,20.319599473401,24.2574831594164,29.5408258273097,26.5602406353135,19.5452834289656,24.8814209008131,29.6455508787855,31.6615170043891
Middle East & North Africa (excluding high income),MNA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.0709761502049,27.742124134522,30.6427209521218,29.3948493413425,27.0727958950414,29.6096551684881,32.1211172321142,31.9208417044281,27.6835779364022,28.2796298305146,30.0827571395223,30.864677477471
Middle East & North Africa (excluding high income),MNA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,..,24.2865905966764,28.6233196293316,26.993976665701,26.2904380329597,27.7470400576134,27.3351507240881,27.2813699740373,26.0993867297777,26.9745838342053,25.9213511648288,25.150490585601
Middle East & North Africa (excluding high income),MNA,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Time required to start a business (days),IC.REG.DURS,..,..,25.4615384615385,26.0769230769231,26.1923076923077,25.5,24.8076923076923,24.8846153846154,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,2.94588451317973,3.43702915928631,3.38921209012833,3.23274835516869,3.27784611281926,2.90543309100922,2.92474856251092,2.93008362021981,2.62258832296174,2.45202758655534,..
Middle East & North Africa (excluding high income),MNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.00338821547300786,2.14841520495747,96.3740334245713,96.2206990904959,96.0686374623559,97.6525656662388,95.8594616996784,103.172035341985,104.16945883818,108.997332406477,118.521791757699,..
Middle East & North Africa (excluding high income),MNA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,2.05503466490713,2.10020375877082,2.73405907573022,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,28.306500549748,43.5883635108368,46.9253805397277,41.0008811072712,36.6466337099705,42.4022928999176,51.5904405120403,48.7849519258391,39.8769039801956,46.9847892601527,54.2109516822212,53.3113553224287
Middle East & North Africa (excluding high income),MNA,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,119541473218.8,122227211936,225037026099.6,258774940929.7,290254973428.9,328089275022.3,349757781778.4,368823047706.3,398097190694.3,420561120828,430819241071,..
Middle East & North Africa (excluding high income),MNA,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,15.0637542787987,7.17751822841604,8.70511461114212,11.208221349817,9.59915722031847,9.06903307573688,11.3288165750736,16.2783710846588,12.3586499152364,..,..
Middle East & North Africa (excluding high income),MNA,Net migration,SM.POP.NETM,743748,246824,124496,-240681,-543722,-693065,25497,-44693,-67916,-140967,266784,256373
Middle East & North Africa (excluding high income),MNA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,9575357970.9,11333146812.593,51640993686.4557,48238965817.1813,47648319757.2855,54015770201.665,54974996100.7644,57116225065.9389,59448469875.0219,67028011698.1346,64883501837.5785,54938195164.3285
Middle East & North Africa (excluding high income),MNA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,720285127.063229,5120765878.75886,7714204592.96933,9079539616.72387,13654011663.6504,16747748258.0288,15342618623.0511,13931545055.8381,10125557969.563,9935600494.57598,16151011871.21,10808145258.8046
Middle East & North Africa (excluding high income),MNA,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,11725540134.4299,4668359943.38989,32511739837.6465,19311190261.8408,26468600036.6211,28100299438.4766,32133060180.6641,27687310005.188,28146759796.1426,34886630493.1641,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,226868111,280976957,366582958,373867247,380687450,387152617,393806257,400574097,407006855,413124452,419284769,425691336
Middle East & North Africa (IDA & IBRD countries),TMN,Population growth (annual %),SP.POP.GROW,2.86879410221137,1.98488554415559,2.04586728470551,1.98707791538962,1.82423120899917,1.69828740085862,1.71860907245269,1.71857096724595,1.60588466607715,1.50306977016395,1.49115284030682,1.52797513138381
Middle East & North Africa (IDA & IBRD countries),TMN,Surface area (sq. km),AG.SRF.TOTL.K2,8771940,8771940,8769212,8769213,8769213,8769213,8769213,8769211,8769211,8769209,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Population density (people per sq. km of land area),EN.POP.DNST,26.2642060820197,32.528312024191,42.4528165846523,43.2963821134492,44.0862082283303,44.8674454377192,45.6385414255896,46.4227968287216,47.1682934045582,47.8772657638243,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,454438862511.186,448427083556.475,1666587052319.99,1532575970144.74,1520577364630.74,1481423031756.21,1468272753350.09,1438013507814.74,1302262227271.43,1448007818845.46,1620412244015.52,1687884400171.93
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2003.09713210944,1595.9567942665,4546.27531354032,4099.25175966202,3994.29338852841,3826.45749171368,3728.4139783236,3589.88141915413,3199.60760187057,3505.0160111207,3864.70571750133,3965.04287832612
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1084666177935.28,2035717410251.2,4047766205608.2,3892805010401.81,4006936772104.75,4243046943102.81,4496944320800.87,4543980211000.57,4692713631016.34,5047690072044.93,5659481739292.06,6033573387939.73
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4781.04292910199,7245.14007122369,11041.8832007139,10412.2654274709,10525.5289400918,10959.6235613275,11419.1794591036,11343.6696107701,11529.8147276078,12218.3280307139,13497.9425863477,14173.5874745163
Middle East & North Africa (IDA & IBRD countries),TMN,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.3200057350325,68.6233338932417,71.6923140703475,71.9585514664059,72.2301322796325,72.7432285455686,72.9633890576299,73.1193901266412,72.1463761984205,71.8811305367081,72.2832541162233,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.86487945731178,3.16488464743774,3.02879445045143,3.00708918580511,2.91941141566298,2.88359089828429,2.82632753261161,2.73786527463696,2.69579740081228,2.66082323687331,2.62800279439362,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,69.5249629389698,44.9331635654666,47.0448856255785,45.5868640965176,43.4185359378927,42.8820974588985,41.7714483164399,39.9466755902519,38.8532256648572,38.0352575716789,37.1584262812084,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,42.3413124711856,61.015712085836,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,75.201593425875,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,69.6968331914745,46.9866536763717,26.9795081699935,26.1095371154662,24.9764555188887,24.3785737217716,24.1513339843779,23.1763967594433,22.2363976685576,21.827310376389,21.0036515637814,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,82.4553857570139,89.9215254581228,86.8229301400104,86.9595650941052,89.7528862275449,88.7657288353635,87.7103340008614,87.804898877528,85.8698586695888,86.0371688591397,86.9720654440582,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,75.2437210083008,81.2946929931641,85.3597564697266,84.6420135498047,83.9953308105469,83.4031829833984,84.4500885009766,85.1066284179688,86.734733581543,87.1073532104492,86.9384307861328,..
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, primary (% gross)",SE.PRM.ENRR,93.8023071289062,95.3488235473633,98.5751190185547,98.0831985473633,98.0186614990234,98.1538619995117,98.3493499755859,98.6863632202148,99.1264724731445,99.0692901611328,97.4091186523438,97.4809417724609
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,55.4823799133301,66.155517578125,73.4992065429688,73.4287719726562,73.6580276489258,73.8181762695312,74.0922317504883,74.5302734375,75.2470016479492,76.0955505371094,76.5630416870117,..
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.797619998455048,0.893389999866486,0.950929999351501,0.953220009803772,0.956990003585815,0.956889986991882,0.959659993648529,0.962660014629364,0.965900003910065,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.101702065499878,0.10170600766095,0.101709966781855,0.101707725571964,0.101703349200319,0.101699033889342,0.10169161041232,..
Middle East & North Africa (IDA & IBRD countries),TMN,Forest area (sq. km),AG.LND.FRST.K2,191010.169,193956.2,214183.74,214326.8,214565.7,214660.2,214816.2,215197.5,215507.8,215865.433,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,6.02388459952074,6.01846418474589,6.01846418474589,6.03190398394633,4.50133370676504,4.43803037839904,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,107.747328660698,105.780499519693,107.456772334294,117.14221546234,113.038175543459,123.304799516135,118.194275447397,117.016543921443,..,..
